instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
505,2012-05-19,summer,2012,5,0,6,0,1,0.6,21.415928,0.45625,0.083975,3410,4884,8294
506,2012-05-20,summer,2012,5,0,0,0,1,0.620833,22.541822000000003,0.530417,0.254367,2704,4425,7129
507,2012-05-21,summer,2012,5,0,1,1,2,0.598333,21.334022000000004,0.81125,0.233204,630,3729,4359
508,2012-05-22,summer,2012,5,0,2,1,2,0.615,22.334450000000004,0.765833,0.118167,819,5254,6073
509,2012-05-23,summer,2012,5,0,3,1,2,0.621667,22.584392,0.774583,0.102,766,4494,5260
510,2012-05-24,summer,2012,5,0,4,1,1,0.655,24.0422,0.716667,0.172896,1059,5711,6770
511,2012-05-25,summer,2012,5,0,5,1,1,0.68,25.416914,0.747083,0.14055,1417,5317,6734
512,2012-05-26,summer,2012,5,0,6,0,1,0.6925,26.417936000000005,0.7325,0.198992,2855,3681,6536
513,2012-05-27,summer,2012,5,0,0,0,1,0.69,26.334050000000005,0.697083,0.215171,3283,3308,6591
514,2012-05-28,summer,2012,5,1,1,0,1,0.7125,28.833800000000004,0.67625,0.196521,2557,3486,6043
515,2012-05-29,summer,2012,5,0,2,1,1,0.7225,28.417472000000004,0.684583,0.2954,880,4863,5743
516,2012-05-30,summer,2012,5,0,3,1,2,0.656667,24.334514,0.67,0.134329,745,6110,6855
517,2012-05-31,summer,2012,5,0,4,1,1,0.68,25.667714000000004,0.492917,0.195279,1100,6238,7338
518,2012-06-01,summer,2012,6,0,5,1,2,0.654167,24.125492,0.755417,0.237563,533,3594,4127
519,2012-06-02,summer,2012,6,0,6,0,1,0.583333,21.375008,0.549167,0.186562,2795,5325,8120
520,2012-06-03,summer,2012,6,0,0,0,1,0.6025,21.958778000000002,0.493333,0.184087,2494,5147,7641
521,2012-06-04,summer,2012,6,0,1,1,1,0.5975,22.166677999999997,0.487083,0.284833,1071,5927,6998
522,2012-06-05,summer,2012,6,0,2,1,2,0.540833,18.708872,0.613333,0.209575,968,6033,7001
523,2012-06-06,summer,2012,6,0,3,1,1,0.554167,19.791272,0.61125,0.077125,1027,6028,7055
524,2012-06-07,summer,2012,6,0,4,1,1,0.6025,21.583171999999998,0.567083,0.15735,1038,6456,7494
525,2012-06-08,summer,2012,6,0,5,1,1,0.649167,23.458892,0.467917,0.175383,1488,6248,7736
526,2012-06-09,summer,2012,6,0,6,0,1,0.710833,26.792222000000002,0.437083,0.144287,2708,4790,7498
527,2012-06-10,summer,2012,6,0,0,0,1,0.726667,27.792122,0.538333,0.133721,2224,4374,6598
528,2012-06-11,summer,2012,6,0,1,1,2,0.720833,27.541586000000002,0.587917,0.207713,1017,5647,6664
529,2012-06-12,summer,2012,6,0,2,1,2,0.653333,23.45975,0.833333,0.214546,477,4495,4972
530,2012-06-13,summer,2012,6,0,3,1,1,0.655833,24.333722,0.582083,0.343279,1173,6248,7421
531,2012-06-14,summer,2012,6,0,4,1,1,0.648333,25.209278000000005,0.569583,0.253733,1180,6183,7363
532,2012-06-15,summer,2012,6,0,5,1,1,0.639167,23.583764000000002,0.589583,0.176617,1563,6102,7665
533,2012-06-16,summer,2012,6,0,6,0,1,0.631667,23.250728000000002,0.504167,0.166667,2963,4739,7702
534,2012-06-17,summer,2012,6,0,0,0,1,0.5925,21.750349999999997,0.59875,0.144904,2634,4344,6978
535,2012-06-18,summer,2012,6,0,1,1,2,0.568333,19.959572,0.777917,0.174746,653,4446,5099
536,2012-06-19,summer,2012,6,0,2,1,1,0.688333,27.209672000000005,0.69,0.148017,968,5857,6825
537,2012-06-20,summer,2012,6,0,3,1,1,0.7825,31.58435,0.592083,0.113812,872,5339,6211
538,2012-06-21,fall,2012,6,0,4,1,1,0.805833,33.667772,0.567917,0.118787,778,5127,5905
539,2012-06-22,fall,2012,6,0,5,1,1,0.7775,31.791986,0.57375,0.182842,964,4859,5823
540,2012-06-23,fall,2012,6,0,6,0,1,0.731667,27.084272000000006,0.534583,0.179721,2657,4801,7458
541,2012-06-24,fall,2012,6,0,0,0,1,0.743333,28.500764000000004,0.479167,0.145525,2551,4340,6891
542,2012-06-25,fall,2012,6,0,1,1,1,0.715833,27.166772,0.504167,0.300383,1139,5640,6779
543,2012-06-26,fall,2012,6,0,2,1,1,0.630833,23.250464,0.373333,0.347642,1077,6365,7442
544,2012-06-27,fall,2012,6,0,3,1,1,0.6975,26.292272000000004,0.36,0.271775,1077,6258,7335
545,2012-06-28,fall,2012,6,0,4,1,1,0.749167,28.583792000000003,0.4225,0.17165,921,5958,6879
546,2012-06-29,fall,2012,6,0,5,1,1,0.834167,35.916458,0.48875,0.165417,829,4634,5463
547,2012-06-30,fall,2012,6,0,6,0,1,0.765,29.375528000000003,0.60125,0.161071,1455,4232,5687
548,2012-07-01,fall,2012,7,0,0,0,1,0.815833,33.541514,0.51875,0.168529,1421,4110,5531
549,2012-07-02,fall,2012,7,0,1,1,1,0.781667,30.334508000000007,0.447083,0.195267,904,5323,6227
550,2012-07-03,fall,2012,7,0,2,1,1,0.780833,30.374899999999997,0.492083,0.126237,1052,5608,6660
551,2012-07-04,fall,2012,7,1,3,0,1,0.789167,32.334242,0.53875,0.13495,2562,4841,7403
552,2012-07-05,fall,2012,7,0,4,1,1,0.8275,34.250222,0.457917,0.194029,1405,4836,6241
553,2012-07-06,fall,2012,7,0,5,1,1,0.828333,33.667178,0.450833,0.146142,1366,4841,6207
554,2012-07-07,fall,2012,7,0,6,0,1,0.861667,37.124258,0.492083,0.163554,1448,3392,4840
555,2012-07-08,fall,2012,7,0,0,0,1,0.8225,36.166136,0.57375,0.125629,1203,3469,4672
556,2012-07-09,fall,2012,7,0,1,1,2,0.710833,27.167564,0.683333,0.180975,998,5571,6569
557,2012-07-10,fall,2012,7,0,2,1,2,0.720833,27.876536,0.6675,0.151737,954,5336,6290
558,2012-07-11,fall,2012,7,0,3,1,1,0.716667,26.917886000000003,0.633333,0.151733,975,6289,7264
559,2012-07-12,fall,2012,7,0,4,1,1,0.715833,27.209077999999998,0.529583,0.146775,1032,6414,7446
560,2012-07-13,fall,2012,7,0,5,1,2,0.731667,28.083578000000003,0.485833,0.08085,1511,5988,7499
561,2012-07-14,fall,2012,7,0,6,0,2,0.703333,27.958772000000003,0.699167,0.143679,2355,4614,6969
562,2012-07-15,fall,2012,7,0,0,0,1,0.745833,30.542936000000005,0.717917,0.166667,1920,4111,6031
563,2012-07-16,fall,2012,7,0,1,1,1,0.763333,31.792250000000003,0.645,0.164187,1088,5742,6830
564,2012-07-17,fall,2012,7,0,2,1,1,0.818333,33.875078,0.505833,0.114429,921,5865,6786
565,2012-07-18,fall,2012,7,0,3,1,1,0.793333,33.208478,0.577083,0.137442,799,4914,5713
566,2012-07-19,fall,2012,7,0,4,1,1,0.77,31.166372000000003,0.600417,0.165429,888,5703,6591
567,2012-07-20,fall,2012,7,0,5,1,2,0.665833,24.459650000000003,0.844167,0.208967,747,5123,5870
568,2012-07-21,fall,2012,7,0,6,0,3,0.595833,20.294191999999995,0.865417,0.2133,1264,3195,4459
569,2012-07-22,fall,2012,7,0,0,0,2,0.6675,25.126250000000006,0.7625,0.0939208,2544,4866,7410
570,2012-07-23,fall,2012,7,0,1,1,1,0.741667,29.541122,0.694167,0.138683,1135,5831,6966
571,2012-07-24,fall,2012,7,0,2,1,1,0.750833,30.625700000000002,0.655,0.211454,1140,6452,7592
572,2012-07-25,fall,2012,7,0,3,1,1,0.724167,27.167564,0.45,0.1648,1383,6790,8173
573,2012-07-26,fall,2012,7,0,4,1,1,0.776667,32.791358,0.596667,0.284813,1036,5825,6861
574,2012-07-27,fall,2012,7,0,5,1,1,0.781667,32.458322,0.594583,0.152992,1259,5645,6904
575,2012-07-28,fall,2012,7,0,6,0,1,0.755833,30.041863999999997,0.613333,0.15735,2234,4451,6685
576,2012-07-29,fall,2012,7,0,0,0,1,0.721667,28.083578000000003,0.62375,0.170396,2153,4444,6597
577,2012-07-30,fall,2012,7,0,1,1,1,0.730833,29.209142,0.66875,0.153617,1040,6065,7105
578,2012-07-31,fall,2012,7,0,2,1,1,0.713333,27.751136000000002,0.704167,0.165425,968,6248,7216
579,2012-08-01,fall,2012,8,0,3,1,1,0.7175,28.042327999999998,0.6775,0.141179,1074,6506,7580
580,2012-08-02,fall,2012,8,0,4,1,1,0.7525,30.667808,0.659583,0.129354,983,6278,7261
581,2012-08-03,fall,2012,8,0,5,1,2,0.765833,31.709222000000004,0.6425,0.215792,1328,5847,7175
582,2012-08-04,fall,2012,8,0,6,0,1,0.793333,33.583622,0.613333,0.257458,2345,4479,6824
583,2012-08-05,fall,2012,8,0,0,0,1,0.769167,32.251214000000004,0.6525,0.290421,1707,3757,5464
584,2012-08-06,fall,2012,8,0,1,1,2,0.7525,30.876236000000006,0.654167,0.129354,1233,5780,7013
585,2012-08-07,fall,2012,8,0,2,1,2,0.735833,30.042986000000006,0.70375,0.116908,1278,5995,7273
586,2012-08-08,fall,2012,8,0,3,1,2,0.75,30.709322,0.672917,0.1107,1263,6271,7534
587,2012-08-09,fall,2012,8,0,4,1,1,0.755833,30.167528000000004,0.620417,0.1561,1196,6090,7286
588,2012-08-10,fall,2012,8,0,5,1,2,0.715833,28.084172000000002,0.715833,0.238813,1065,4721,5786
589,2012-08-11,fall,2012,8,0,6,0,2,0.6925,26.125622,0.732917,0.206479,2247,4052,6299
590,2012-08-12,fall,2012,8,0,0,0,1,0.700833,26.542214,0.530417,0.122512,2182,4362,6544
591,2012-08-13,fall,2012,8,0,1,1,1,0.720833,27.708764000000002,0.545417,0.136212,1207,5676,6883
592,2012-08-14,fall,2012,8,0,2,1,1,0.726667,28.667414,0.686667,0.169158,1128,5656,6784
593,2012-08-15,fall,2012,8,0,3,1,1,0.706667,27.166441999999996,0.619583,0.169771,1198,6149,7347
594,2012-08-16,fall,2012,8,0,4,1,1,0.719167,27.209408000000003,0.519167,0.141796,1338,6267,7605
595,2012-08-17,fall,2012,8,0,5,1,1,0.723333,-0.0015999999999998238,0.570833,0.231354,1483,5665,7148
596,2012-08-18,fall,2012,8,0,6,0,1,0.678333,24.792686000000003,0.603333,0.177867,2827,5038,7865
597,2012-08-19,fall,2012,8,0,0,0,2,0.635833,23.834564,0.711667,0.08645,1208,3341,4549
598,2012-08-20,fall,2012,8,0,1,1,2,0.635833,23.333822000000005,0.734167,0.129979,1026,5504,6530
599,2012-08-21,fall,2012,8,0,2,1,1,0.649167,23.667650000000002,0.67375,0.0727708,1081,5925,7006
600,2012-08-22,fall,2012,8,0,3,1,1,0.6675,25.042364,0.677083,0.0702833,1094,6281,7375
601,2012-08-23,fall,2012,8,0,4,1,1,0.695833,26.042528000000004,0.635833,0.0845958,1363,6402,7765
602,2012-08-24,fall,2012,8,0,5,1,2,0.7025,26.708600000000004,0.615,0.0721458,1325,6257,7582
603,2012-08-25,fall,2012,8,0,6,0,2,0.661667,24.833936,0.712917,0.244408,1829,4224,6053
604,2012-08-26,fall,2012,8,0,0,0,2,0.653333,23.335735999999997,0.845833,0.228858,1483,3772,5255
605,2012-08-27,fall,2012,8,0,1,1,1,0.703333,27.209408000000003,0.730417,0.128733,989,5928,6917
606,2012-08-28,fall,2012,8,0,2,1,1,0.728333,27.9593,0.62,0.190925,935,6105,7040
607,2012-08-29,fall,2012,8,0,3,1,1,0.685,25.958377999999996,0.552083,0.112562,1177,6520,7697
608,2012-08-30,fall,2012,8,0,4,1,1,0.706667,27.083413999999998,0.590417,0.0771167,1172,6541,7713
609,2012-08-31,fall,2012,8,0,5,1,1,0.764167,29.5004,0.5875,0.168533,1433,5917,7350
610,2012-09-01,fall,2012,9,0,6,0,2,0.753333,30.375163999999998,0.638333,0.113187,2352,3788,6140
611,2012-09-02,fall,2012,9,0,0,0,2,0.696667,26.834000000000003,0.815,0.0640708,2613,3197,5810
612,2012-09-03,fall,2012,9,1,1,0,1,0.7075,27.667514000000004,0.790833,0.151121,1965,4069,6034
613,2012-09-04,fall,2012,9,0,2,1,1,0.725833,29.334608000000003,0.755,0.236321,867,5997,6864
614,2012-09-05,fall,2012,9,0,3,1,1,0.736667,30.792878,0.74125,0.187808,832,6280,7112
615,2012-09-06,fall,2012,9,0,4,1,2,0.696667,27.251714000000007,0.810417,0.142421,611,5592,6203
616,2012-09-07,fall,2012,9,0,5,1,1,0.703333,27.375464,0.73625,0.171646,1045,6459,7504
617,2012-09-08,fall,2012,9,0,6,0,2,0.659167,24.333986000000003,0.799167,0.281104,1557,4419,5976
618,2012-09-09,fall,2012,9,0,0,0,1,0.61,22.209050000000005,0.5475,0.224496,2570,5657,8227
619,2012-09-10,fall,2012,9,0,1,1,1,0.583333,21.333163999999996,0.50375,0.258713,1118,6407,7525
620,2012-09-11,fall,2012,9,0,2,1,1,0.5775,20.583272,0.52,0.0920542,1070,6697,7767
621,2012-09-12,fall,2012,9,0,3,1,1,0.599167,21.62495,0.577083,0.131846,1050,6820,7870
622,2012-09-13,fall,2012,9,0,4,1,1,0.6125,22.250828,0.637083,0.0827208,1054,6750,7804
623,2012-09-14,fall,2012,9,0,5,1,1,0.633333,23.209478000000004,0.6725,0.103863,1379,6630,8009
624,2012-09-15,fall,2012,9,0,6,0,1,0.608333,22.667222000000002,0.501667,0.247521,3160,5554,8714
625,2012-09-16,fall,2012,9,0,0,0,1,0.58,21.166249999999998,0.57,0.0901833,2166,5167,7333
626,2012-09-17,fall,2012,9,0,1,1,2,0.580833,20.5013,0.734583,0.151742,1022,5847,6869
627,2012-09-18,fall,2012,9,0,2,1,2,0.623333,21.294421999999997,0.8725,0.357587,371,3702,4073
628,2012-09-19,fall,2012,9,0,3,1,1,0.5525,19.666663999999997,0.536667,0.215175,788,6803,7591
629,2012-09-20,fall,2012,9,0,4,1,1,0.546667,19.124671999999997,0.618333,0.118167,939,6781,7720
630,2012-09-21,fall,2012,9,0,5,1,1,0.599167,21.750086000000003,0.66875,0.154229,1250,6917,8167
631,2012-09-22,fall,2012,9,0,6,0,1,0.65,24.292208000000002,0.646667,0.283583,2512,5883,8395
632,2012-09-23,winter,2012,9,0,0,0,1,0.529167,18.249578,0.467083,0.223258,2454,5453,7907
633,2012-09-24,winter,2012,9,0,1,1,1,0.514167,17.165858,0.492917,0.142404,1001,6435,7436
634,2012-09-25,winter,2012,9,0,2,1,1,0.55,19.915813999999997,0.57,0.236321,845,6693,7538
635,2012-09-26,winter,2012,9,0,3,1,1,0.635,23.376458,0.630833,0.2444,787,6946,7733
636,2012-09-27,winter,2012,9,0,4,1,2,0.65,24.126350000000002,0.690833,0.134342,751,6642,7393
637,2012-09-28,winter,2012,9,0,5,1,2,0.619167,22.666958,0.69,0.164179,1045,6370,7415
638,2012-09-29,winter,2012,9,0,6,0,1,0.5425,18.999536,0.542917,0.227604,2589,5966,8555
639,2012-09-30,winter,2012,9,0,0,0,1,0.526667,18.165757999999997,0.583333,0.134958,2015,4874,6889
640,2012-10-01,winter,2012,10,0,1,1,2,0.520833,17.792,0.649167,0.0908042,763,6015,6778
641,2012-10-02,winter,2012,10,0,2,1,3,0.590833,19.793977999999996,0.871667,0.104475,315,4324,4639
642,2012-10-03,winter,2012,10,0,3,1,2,0.6575,23.542778,0.79375,0.0665458,728,6844,7572
643,2012-10-04,winter,2012,10,0,4,1,2,0.6575,24.126350000000002,0.722917,0.117546,891,6437,7328
644,2012-10-05,winter,2012,10,0,5,1,1,0.615,22.292341999999998,0.6275,0.10635,1516,6640,8156
645,2012-10-06,winter,2012,10,0,6,0,1,0.554167,19.542386,0.664167,0.268025,3031,4934,7965
646,2012-10-07,winter,2012,10,0,0,0,2,0.415833,11.707657999999999,0.708333,0.141162,781,2729,3510
647,2012-10-08,winter,2012,10,1,1,0,2,0.383333,9.582128,0.709583,0.189679,874,4604,5478
648,2012-10-09,winter,2012,10,0,2,1,2,0.446667,12.915392,0.761667,0.1903,601,5791,6392
649,2012-10-10,winter,2012,10,0,3,1,1,0.514167,17.207372,0.630833,0.187821,780,6911,7691
650,2012-10-11,winter,2012,10,0,4,1,1,0.435,12.457022000000002,0.463333,0.181596,834,6736,7570
651,2012-10-12,winter,2012,10,0,5,1,1,0.4375,12.582685999999999,0.539167,0.235092,1060,6222,7282
652,2012-10-13,winter,2012,10,0,6,0,1,0.393333,9.832136000000002,0.494583,0.146142,2252,4857,7109
653,2012-10-14,winter,2012,10,0,0,0,1,0.521667,17.541463999999998,0.640417,0.278612,2080,4559,6639
654,2012-10-15,winter,2012,10,0,1,1,2,0.561667,19.5839,0.7075,0.296037,760,5115,5875
655,2012-10-16,winter,2012,10,0,2,1,1,0.468333,14.415835999999999,0.558333,0.182221,922,6612,7534
656,2012-10-17,winter,2012,10,0,3,1,1,0.455833,13.707128,0.692917,0.101371,979,6482,7461
657,2012-10-18,winter,2012,10,0,4,1,2,0.5225,17.83325,0.728333,0.236937,1008,6501,7509
658,2012-10-19,winter,2012,10,0,5,1,2,0.563333,19.501136000000002,0.815,0.134954,753,4671,5424
659,2012-10-20,winter,2012,10,0,6,0,1,0.484167,15.207571999999999,0.572917,0.117537,2806,5284,8090
660,2012-10-21,winter,2012,10,0,0,0,1,0.464167,14.124313999999998,0.51,0.166054,2132,4692,6824
661,2012-10-22,winter,2012,10,0,1,1,1,0.4875,15.874171999999998,0.568333,0.0814833,830,6228,7058
662,2012-10-23,winter,2012,10,0,2,1,1,0.544167,19.000064000000002,0.641667,0.0945458,841,6625,7466
663,2012-10-24,winter,2012,10,0,3,1,1,0.5875,20.875586,0.63625,0.0727792,795,6898,7693
664,2012-10-25,winter,2012,10,0,4,1,2,0.55,18.959408000000003,0.800417,0.124375,875,6484,7359
665,2012-10-26,winter,2012,10,0,5,1,2,0.545833,18.5015,0.807083,0.132467,1182,6262,7444
666,2012-10-27,winter,2012,10,0,6,0,2,0.53,17.998777999999994,0.72,0.235692,2643,5209,7852
667,2012-10-28,winter,2012,10,0,0,0,2,0.4775,14.872886000000001,0.694583,0.398008,998,3461,4459
668,2012-10-29,winter,2012,10,0,1,1,3,0.44,13.000399999999999,0.88,0.3582,2,20,22
669,2012-10-30,winter,2012,10,0,2,1,2,0.318182,4.453993999999998,0.825455,0.213009,87,1009,1096
670,2012-10-31,winter,2012,10,0,3,1,2,0.3575,7.832599999999999,0.666667,0.166667,419,5147,5566
671,2012-11-01,winter,2012,11,0,4,1,2,0.365833,8.416172,0.581667,0.157346,466,5520,5986
672,2012-11-02,winter,2012,11,0,5,1,1,0.355,7.498772000000002,0.522083,0.266175,618,5229,5847
673,2012-11-03,winter,2012,11,0,6,0,2,0.343333,5.373836000000001,0.49125,0.270529,1029,4109,5138
674,2012-11-04,winter,2012,11,0,0,0,1,0.325833,5.749507999999999,0.532917,0.179108,1201,3906,5107
675,2012-11-05,winter,2012,11,0,1,1,1,0.319167,4.33295,0.494167,0.236325,378,4881,5259
676,2012-11-06,winter,2012,11,0,2,1,1,0.280833,2.5834220000000023,0.567083,0.173513,466,5220,5686
677,2012-11-07,winter,2012,11,0,3,1,2,0.295833,2.124986,0.5475,0.304108,326,4709,5035
678,2012-11-08,winter,2012,11,0,4,1,1,0.352174,6.564806000000001,0.333478,0.347835,340,4975,5315
679,2012-11-09,winter,2012,11,0,5,1,1,0.361667,7.4572579999999995,0.540833,0.214558,709,5283,5992
680,2012-11-10,winter,2012,11,0,6,0,1,0.389167,9.999841999999997,0.645417,0.0578458,2090,4446,6536
681,2012-11-11,winter,2012,11,0,0,0,1,0.420833,11.833058000000001,0.659167,0.1275,2290,4562,6852
682,2012-11-12,winter,2012,11,1,1,0,1,0.485,15.375278000000002,0.741667,0.173517,1097,5172,6269
683,2012-11-13,winter,2012,11,0,2,1,2,0.343333,5.3328500000000005,0.662917,0.342046,327,3767,4094
684,2012-11-14,winter,2012,11,0,3,1,1,0.289167,2.583158000000001,0.552083,0.199625,373,5122,5495
685,2012-11-15,winter,2012,11,0,4,1,2,0.321667,5.416471999999999,0.620417,0.152987,320,5125,5445
686,2012-11-16,winter,2012,11,0,5,1,1,0.345,6.915464,0.524583,0.171025,484,5214,5698
687,2012-11-17,winter,2012,11,0,6,0,1,0.325,5.541277999999998,0.545417,0.179729,1313,4316,5629
688,2012-11-18,winter,2012,11,0,0,0,1,0.3425,6.291235999999998,0.692917,0.227612,922,3747,4669
689,2012-11-19,winter,2012,11,0,1,1,2,0.380833,8.790986,0.623333,0.235067,449,5050,5499
690,2012-11-20,winter,2012,11,0,2,1,2,0.374167,9.124022,0.685,0.082725,534,5100,5634
691,2012-11-21,winter,2012,11,0,3,1,1,0.353333,8.082871999999998,0.61375,0.103246,615,4531,5146
692,2012-11-22,winter,2012,11,1,4,0,1,0.34,7.124485999999997,0.580417,0.0528708,955,1470,2425
693,2012-11-23,winter,2012,11,0,5,1,1,0.368333,8.999413999999998,0.56875,0.148021,1603,2307,3910
694,2012-11-24,winter,2012,11,0,6,0,1,0.278333,0.4169719999999977,0.404583,0.376871,532,1745,2277
695,2012-11-25,winter,2012,11,0,0,0,1,0.245833,1.000478000000001,0.468333,0.1505,309,2115,2424
696,2012-11-26,winter,2012,11,0,1,1,1,0.313333,6.374264,0.535417,0.04665,337,4750,5087
697,2012-11-27,winter,2012,11,0,2,1,2,0.291667,2.5828279999999992,0.786667,0.237562,123,3836,3959
698,2012-11-28,winter,2012,11,0,3,1,1,0.296667,3.1242920000000005,0.50625,0.210821,198,5062,5260
699,2012-11-29,winter,2012,11,0,4,1,1,0.28087,3.695852000000002,0.555652,0.115522,243,5080,5323
700,2012-11-30,winter,2012,11,0,5,1,1,0.298333,5.375222000000001,0.649583,0.0584708,362,5306,5668
701,2012-12-01,winter,2012,12,0,6,0,2,0.298333,4.915664,0.806667,0.0597042,951,4240,5191
702,2012-12-02,winter,2012,12,0,0,0,2,0.3475,7.707728000000003,0.823333,0.124379,892,3757,4649
703,2012-12-03,winter,2012,12,0,1,1,1,0.4525,14.082535999999998,0.7675,0.0827208,555,5679,6234
704,2012-12-04,winter,2012,12,0,2,1,1,0.475833,14.957564000000001,0.73375,0.174129,551,6055,6606
705,2012-12-05,winter,2012,12,0,3,1,1,0.438333,12.248792000000002,0.485,0.324021,331,5398,5729
706,2012-12-06,winter,2012,12,0,4,1,1,0.255833,1.0414639999999977,0.50875,0.174754,340,5035,5375
707,2012-12-07,winter,2012,12,0,5,1,2,0.320833,5.249228000000002,0.764167,0.1306,349,4659,5008
708,2012-12-08,winter,2012,12,0,6,0,2,0.381667,9.707528,0.91125,0.101379,1153,4429,5582
709,2012-12-09,winter,2012,12,0,0,0,2,0.384167,9.749635999999999,0.905417,0.157975,441,2787,3228
710,2012-12-10,winter,2012,12,0,1,1,2,0.435833,12.74795,0.925,0.190308,329,4841,5170
711,2012-12-11,winter,2012,12,0,2,1,2,0.353333,6.331958,0.596667,0.296037,282,5219,5501
712,2012-12-12,winter,2012,12,0,3,1,2,0.2975,3.624307999999999,0.538333,0.162937,310,5009,5319
713,2012-12-13,winter,2012,12,0,4,1,1,0.295833,3.4164080000000006,0.485833,0.174129,425,5107,5532
714,2012-12-14,winter,2012,12,0,5,1,1,0.281667,3.416672000000002,0.642917,0.131229,429,5182,5611
715,2012-12-15,winter,2012,12,0,6,0,1,0.324167,6.333278,0.650417,0.10635,767,4280,5047
716,2012-12-16,winter,2012,12,0,0,0,2,0.3625,8.415907999999998,0.83875,0.100742,538,3248,3786
717,2012-12-17,winter,2012,12,0,1,1,2,0.393333,10.499000000000002,0.907083,0.0982583,212,4373,4585
718,2012-12-18,winter,2012,12,0,2,1,1,0.410833,11.040728000000001,0.66625,0.221404,433,5124,5557
719,2012-12-19,winter,2012,12,0,3,1,1,0.3325,6.5826920000000015,0.625417,0.184092,333,4934,5267
720,2012-12-20,winter,2012,12,0,4,1,2,0.33,6.124321999999999,0.667917,0.132463,314,3814,4128
721,2012-12-21,spring,2012,12,0,5,1,2,0.326667,3.9166220000000003,0.556667,0.374383,221,3402,3623
722,2012-12-22,spring,2012,12,0,6,0,1,0.265833,-0.4165420000000015,0.44125,0.407346,205,1544,1749
723,2012-12-23,spring,2012,12,0,0,0,1,0.245833,1.1250859999999996,0.515417,0.133083,408,1379,1787
724,2012-12-24,spring,2012,12,0,1,1,2,0.231304,1.0874000000000024,0.791304,0.0772304,174,746,920
725,2012-12-25,spring,2012,12,1,2,0,2,0.291304,3.43469,0.734783,0.168726,440,573,1013
726,2012-12-26,spring,2012,12,0,3,1,3,0.243333,-1.4580219999999997,0.823333,0.316546,9,432,441
727,2012-12-27,spring,2012,12,0,4,1,2,0.254167,-1.0416279999999993,0.652917,0.350133,247,1867,2114
728,2012-12-28,spring,2012,12,0,5,1,2,0.253333,0.8330359999999999,0.59,0.155471,644,2451,3095
729,2012-12-29,spring,2012,12,0,6,0,2,0.253333,-0.0015999999999998238,0.752917,0.124383,159,1182,1341
730,2012-12-30,spring,2012,12,0,0,0,1,0.255833,-0.7078000000000007,0.483333,0.350754,364,1432,1796
731,2012-12-31,spring,2012,12,0,1,1,2,0.215833,-1.2498579999999997,0.5775,0.154846,439,2290,2729
